Virginia - 1st District,REP,Robert Wittman,"221,826",60.90%,DEM,Matt Rowe,"130,320",35.80%,Other,Glenda Parker,"12,150",3.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 2nd District,REP,Scott Taylor,"172,586",61.70%,DEM,Shaun Brown,"106,979",38.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 3rd District,DEM,Robert Scott,"199,748",66.90%,REP,Marty Williams,"99,047",33.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 4th District,DEM,Donald McEachin,"191,939",57.30%,REP,Michael Wade,"143,261",42.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 5th District,REP,Tom Garrett,"206,577",58.30%,DEM,Jane Dittmar,"147,656",41.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 6th District,REP,Robert Goodlatte,"223,915",66.70%,DEM,Kai Degner,"111,699",33.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 7th District,REP,Dave Brat,"217,968",57.90%,DEM,Eileen Bedell,"158,692",42.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 8th District,DEM,Donald Beyer,"245,775",68.60%,REP,Charles Hernick,"98,123",27.40%,Other,Julio Gracia,"14,617",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 9th District,REP,Morgan Griffith,"212,666",68.70%,DEM,Derek Kitts,"87,822",28.40%,Other,Janice Boyd,"9,098",2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 10th District,REP,Barbara Comstock,"204,019",52.90%,DEM,LuAnn Bennett,"181,977",47.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 11th District,DEM,Gerald Connolly,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont - 1st District,DEM,Peter Welch,"263,400",90%,Other,Erica Clawson,"29,326",10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 1st District,DEM,Suzan DelBene,"179,521",55.50%,REP,Robert Sutherland,"144,212",44.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 2nd District,DEM,Rick Larsen,"195,661",64%,REP,Marc Hennemann,"109,838",36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 3rd District,REP,Jaime Herrera Beutler,"183,375",61.40%,DEM,Jim Moeller,"115,277",38.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 4th District,REP,Dan Newhouse,"121,256",57.40%,REP,Clint Didier,"90,091",42.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 5th District,REP,Cathy McMorris Rodgers,"170,711",59.50%,DEM,Joe Pakootas,"116,110",40.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 6th District,DEM,Derek Kilmer,"189,168",61.70%,REP,Todd Bloom,"117,388",38.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 7th District,DEM,Pramila Jayapal,"192,566",56.10%,DEM,Brady Walkinshaw,"150,803",43.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 8th District,REP,Dave Reichert,"174,729",60%,DEM,Tony Ventrella,"116,268",40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 9th District,DEM,Adam Smith,"186,787",73%,REP,Doug Basler,"68,998",27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 10th District,DEM,Denny Heck,"159,208",58.70%,REP,Jim Postma,"112,164",41.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 1st District,REP,Paul Ryan,"230,063",65%,DEM,Ryan Solen,"106,857",30.20%,Other,Spencer Zimmerman,"9,435",2.70%,Other,Jason Lebeck,"7,493",2.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 2nd District,DEM,Mark Pocan,"273,520",68.80%,REP,Peter Theron,"124,031",31.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 3rd District,DEM,Ron Kind,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 4th District,DEM,Gwen Moore,"220,389",77%,Other,Robert Raymond,"33,496",11.70%,Other,Andy Craig,"32,184",11.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 5th District,REP,Jim Sensenbrenner,"260,705",66.80%,DEM,Khary Penebaker,"114,470",29.30%,Other,John Arndt,"15,324",3.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 6th District, REP,Glenn Grothman,"203,920",57.20%,DEM,Sarah Lloyd,"132,908",37.30%,Other,Jeff Dahlke,"19,690",5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 7th District,REP,Sean Duffy,"222,834",61.80%,DEM,Mary Hoeft,"137,910",38.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 8th District,REP,Mike Gallagher,"227,703",62.70%,DEM,Tom Nelson,"135,617",37.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia - 1st District,REP,David McKinley,"162,339",69%,DEM,Mike Manypenny,"73,025",31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia - 2nd District,REP,Alex Mooney,"140,153",58.20%,DEM,Mark Hunt,"100,551",41.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia - 3rd District,REP,Evan Jenkins,"139,700",67.90%,DEM,Matt Detch,"49,309",24%,Other,Zane Lawhorn,"16,777",8.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming - 1st District,REP,Liz Cheney,"156,040",62.20%,DEM,Ryan Greene,"75,419",30.10%,Other,Daniel Cummings,"10,381",4.10%,Other,Lawrence Struempf,"9,028",3.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
