Texas - 30th District,DEM,Eddie Johnson,"92,971",87.90%,Other,Max Koch,"7,149",6.80%,Other,Eric Williams,"5,596",5.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas - 31st District,REP,John Carter,"91,484",39%,REP,John Carter,"91,484",39%,DEM,Louie Minor,"45,634",19.50%,Other,Scott Ballard,"5,693",2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas - 32nd District,REP,Pete Sessions,"96,420",61.80%,DEM,Frank Perez,"55,281",35.40%,Other, Ed Rankin,"4,271",2.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas - 33rd District,DEM,Marc Veasey,"43,728",86.50%,Other,Jason Reeves,"6,822",13.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas - 34th District,DEM,Filemon Vela,"47,457",59.60%,REP,Larry Smith,"30,617",38.40%,Other,Ryan Rowley,"1,562",2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas - 35th District,DEM,Lloyd Doggett,"60,027",62.50%,REP,Susan Narvaiz,"31,985",33.30%,Other,Cory Bruner,"2,760",2.90%,Other,kat swift,"1,293",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas - 36th District,REP,Brian Babin,"100,933",76%,DEM,Michael Cole,"29,291",22%,Other,Rodney Veach,"1,940",1.50%,Other,Hal Ridley,681,0.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah - 1st District,REP,Rob Bishop,"70,240",64.20%,DEM,Donna McAleer,"31,668",29%,Other,Craig Bowden,"3,941",3.60%,Other,Dwayne Vance,"3,538",3.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah - 2nd District,REP,Chris Stewart,"76,966",60.40%,DEM,Luz Robles,"42,356",33.20%,Other,Shaun McCausland,"3,821",3%,Other,Wayne Hill,"2,913",2.30%,Other,Bill Barron,"1,461",1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah - 3rd District,REP,Jason Chaffetz,"94,571",72.30%,DEM,Brian Wonnacott,"29,575",22.60%,Other,Zack Strong,"2,930",2.20%,Other,Stephen Tryon,"2,314",1.80%,Other,Ben Mates,"1,327",1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah - 4th District,REP,Mia Love,"64,390",50%,DEM,Doug Owens,"60,165",46.80%,Other,Tim Aalders,"1,764",1.40%,Other,Collin Simonsen,"1,214",0.90%,Other,Jim Vein,"1,154",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 1st District,REP,Robert Wittman,"131,596",63%,DEM,Norm Mosher,"72,053",34.50%,Other,Gail Parker,"5,094",2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 2nd District,REP,Scott Rigell,"138,149",57.90%,DEM,Suzanne Patrick,"100,585",42.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 3rd District, DEM,Robert Scott,Uncontested race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 4th District,REP,Randy Forbes,"121,134",60.30%,DEM,Elliott Fausz,"75,214",37.50%,Other,Bo Brown,"4,421",2.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 5th District,REP,Robert Hurt,"124,381",61%,DEM,Lawrence Gaughan,"72,905",35.80%,Other,Paul Jones,"4,268",2.10%,Other,Kenneth Hildebrandt,"2,184",1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 6th District,REP,Robert Goodlatte,"133,202",75.50%,Other,Will Hammer,"22,008",12.50%,Other,Elaine Hildebrandt,"21,159",12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 7th District,REP,Dave Brat,"147,897",60.90%,DEM,Jack Trammell,"89,793",36.90%,Other,James Carr,"5,347",2.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 8th District,DEM,Donald Beyer,"127,981",63%,REP,Micah Edmond,"64,477",31.70%,Other, Gwendolyn Beck,"5,421",2.70%,Other,Jeffrey Carson,"4,403",2.20%,Other,Gerry Blais,962,0.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 9th District,REP,Morgan Griffith,"117,032",74.90%,Other,William Carr,"39,309",25.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 10th District,REP,Barbara Comstock,"125,864",56.60%,DEM,John Foust,"89,896",40.40%,Other,William Redpath,"3,393",1.50%,Other,Brad Eickholt,"2,441",1.10%,Other,Dianne Blais,944,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia - 11th District,DEM,Gerald Connolly,"106,726",56.90%,REP,Suzanne Scholte,"75,760",40.40%,Other,Marc Harrold,"3,263",1.70%,Other,Joe Galdo,"1,737",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont - 1st District,DEM,Peter Welch,"123,896",64.40%,REP,Mark Donka,"59,903",31.10%,Other,Cris Ericson,"2,806",1.50%,Other,Matthew Andrews,"2,080",1.10%,Other, Jerry Trudell,"2,038",1.10%,Other,Randall Meyer,"1,698",0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 1st District,DEM,Suzan DelBene,"117,337",55%,REP,Pedro Celis,"96,145",45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 2nd District,DEM,Rick Larsen,"118,082",60.70%,REP,B.J. Guillot,"76,323",39.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 3rd District,REP,Jaime Herrera Beutler,"123,002",61.50%,DEM,Bob Dingethal,"76,839",38.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 4th District, REP,Dan Newhouse,"76,624",50.90%,REP,Clint Didier,"74,010",49.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 5th District,REP,Cathy McMorris Rodgers,"120,419",60.40%,DEM,Joe Pakootas,"79,113",39.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 6th District,DEM,Derek Kilmer,"139,790",63%,REP,Marty McClendon,"82,134",37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 7th District,DEM,Jim McDermott,"182,519",80.80%,REP,Craig Keller,"43,479",19.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 8th District,REP,Dave Reichert,"119,420",63.40%,DEM,Jason Ritchie,"68,841",36.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 9th District,DEM,Adam Smith,"107,368",70.70%,REP,Doug Basler,"44,564",29.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington - 10th District,DEM,Denny Heck,"95,001",54.60%,REP, Joyce McDonald,"78,955",45.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 1st District,REP,Paul Ryan,"182,118",63.30%,DEM,Rob Zerban,"105,465",36.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 2nd District,DEM,Mark Pocan,"224,548",68.50%,REP,Peter Theron,"103,303",31.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 3rd District,DEM,Ron Kind,"155,221",56.70%,REP,Tony Kurtz,"118,669",43.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 4th District,DEM,Gwen Moore,"178,822",70.30%,REP,Dan Sebring,"68,386",26.90%,Other,Robert Raymond,"6,997",2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 5th District,REP,Jim Sensenbrenner,"230,725",69.50%,DEM,Chris Rockwood,"101,065",30.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 6th District,REP,Glenn Grothman,"169,625",56.80%,DEM,Mark Harris,"122,146",40.90%,Other,Gus Fahrendorf,"6,850",2.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 7th District,REP,Sean Duffy,"169,451",59.20%,DEM,Kelly Westlund,"112,895",39.50%,Other,Lawrence Dale,"3,661",1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin - 8th District,REP,Reid Ribble,"188,370",65.10%,DEM,Ron Gruett,"101,045",34.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia - 1st District,REP,David McKinley,"91,941",64%,DEM,Glen Gainer,"51,755",36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia - 2nd District,REP,Alex Mooney,"72,237",47.10%,DEM,Nick Casey,"67,325",43.90%,Other,Davy Jones,"7,645",5%,Other,Ed Rabel,"6,211",4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia - 3rd District,REP,Evan Jenkins,"77,170",55.30%,DEM,Nick Rahall,"62,309",44.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming - 1st District,REP,Cynthia Lummis,"111,129",68.50%,DEM,Richard Grayson,"37,365",23%,Other,Richard Brubaker,"7,025",4.30%,Other,Daniel Cummings,"6,635",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
