Virginia - 7th District,REP,Eric Cantor,"222,345",58.60%,DEM,Wayne Powell,"157,249",41.40%
Virginia - 8th District,DEM,James Moran,"210,347",64.60%,REP,Patrick Murray,"99,964",30.70%,Other,Jason Howell,"9,763",3%,Other,Janet Murphy,"5,665",1.70%
Virginia - 9th District,REP,Morgan Griffith,"183,278",61.20%,DEM,Anthony Flaccavento,"115,972",38.80%
Virginia - 10th District,REP,Frank Wolf,"201,937",58.80%,DEM,Kristin Cabral,"131,875",38.40%,Other,Kevin Chisholm,"9,496",2.80%
Virginia - 11th District,DEM,Gerald Connolly,"176,686",61%,REP,Chris Perkins,"102,970",35.50%,Other,Mark Gibson,"3,478",1.20%,Other,Christopher DeCarlo,"2,785",1%,Other,Joe Galdo,"2,000",0.70%,Other,Peter Marchetti,"1,790",0.60%
Vermont - 1st District, DEM,Peter Welch,"209,271",72%,REP,Mark Donka,"67,511",23.20%,Other,Sam Desrochers,"8,281",2.90%,Other,Jane Newton,"4,221",1.50%,Other,Andre,LaFramboise,"1,176",0.40%
Washington - 1st District,DEM,Suzan DelBene,"197,502",58.70%,REP,John Koster,"139,199",41.30%
Washington - 2nd District,DEM,Rick Larsen,"169,097",60.90%,REP,Dan Matthews,"108,785",39.10%
Washington - 3rd District,REP,Jaime Herrera Beutler,"167,322",60.10%,DEM,Jon Haugen,"110,974",39.90%
Washington - 4th District,REP,Doc Hastings,"144,790",66.70%,DEM,Mary Baechler,"72,189",33.30%
Washington - 5th District,REP,Cathy McMorris Rodgers,"177,481",62.10%,DEM,Rich Cowan,"108,548",37.90%
Washington - 6th District,DEM,Derek Kilmer,"178,701",59%,REP,Bill Driscoll,"124,378",41%
Washington - 7th District,DEM,Jim McDermott,"268,234",79.50%,REP,Ron Bemis,"69,332",20.50%
Washington - 8th District,REP,Dave Reichert,"170,595",59.90%,DEM,Karen Porterfield,"114,047",40.10%
Washington - 9th District,DEM,Adam Smith,"175,273",71.40%,REP,Jim Postma,"70,126",28.60%
Washington - 10th District,DEM,Denny Heck,"153,066",58.20%,REP,Dick Muri,"109,784",41.80%
Wisconsin - 1st District,REP,Paul Ryan,"199,715",54.90%,DEM,Rob Zerban,"157,721",43.40%,Other,Keith Deschler,"6,029",1.70%
Wisconsin - 2nd District,DEM,Mark Pocan,"264,790",68%,REP,Chad Lee,"124,465",32%
Wisconsin - 3rd District,DEM,Ron Kind,"217,328",64.10%,REP,Ray Boland,"121,536",35.90%
Wisconsin - 4th District,DEM,Gwen Moore,"234,823",72.30%,REP,Dan Sebring,"80,637",24.80%,Other,Robert Raymond,"9,253",2.80%
Wisconsin - 5th District,REP,Jim Sensenbrenner,"249,267",67.90%,DEM, Dave Heaster,"117,972",32.10%
Wisconsin - 6th District,REP,Tom Petri,"223,514",62.10%,DEM,Joseph Kallas,"136,146",37.90%
Wisconsin - 7th District,REP,Sean Duffy,"201,318",56.10%,DEM,Pat Kreitlow,"157,340",43.90%
Wisconsin - 8th District,REP,Reid Ribble,"198,464",55.90%,DEM,Jamie Wall,"156,371",44.10%
West Virginia - 1st District,REP,David McKinley,"130,783",62.50%, DEM,Sue Thorn,"78,474",37.50%
West Virginia - 2nd District,REP,Shelley Capito,"156,920",69.80%,DEM,Howard Swint,"67,965",30.20%
West Virginia - 3rd District,DEM,Nick Rahall,"107,302",53.90%,REP,Rick Snuffer,"91,602",46.10%
Wyoming - 1st District,REP,Cynthia Lummis,"165,773",69.10%,DEM,Chris Henrichsen,"57,148",23.80%,Other,Richard Brubaker,"8,398",3.50%,Other,Daniel Cummings,"4,939",2.10%,Other,Don Wills,"3,750",1.60%
